# in Mpc/h Units 
# D1 = 0.128535 
# k P N P(z=0)
0.020944 409.213 6 24768.8
0.0296192 336.274 12 20354
0.036276 276.634 8 16744.1
0.0418879 237.379 6 14368.1
0.0468321 212.245 24 12846.8
0.051302 200.79 24 12153.4
0.0592384 174.95 12 10589.3
0.0628319 172.874 30 10463.7
0.0662306 167.865 24 10160.6
0.0694632 158.177 24 9574.14
0.072552 149.989 8 9078.56
0.0755145 145.294 24 8794.38
0.0783651 136.35 48 8252.99
0.0837758 130.604 6 7905.2
0.0863541 115.65 48 7000.07
0.0888577 109.562 36 6631.56
0.0912926 104.305 24 6313.38
0.0936642 101.858 24 6165.25
0.0959772 97.8001 48 5919.64
0.0982358 91.0268 24 5509.67
0.102604 80.3963 24 4866.22
0.10472 76.1252 30 4607.71
0.106794 77.5109 72 4691.58
0.108828 79.8539 32 4833.4
0.112787 72.2587 72 4373.67
0.114715 71.1855 48 4308.72
0.118477 72.073 12 4362.43
0.120314 70.4296 48 4262.96
0.122123 69.5792 48 4211.49
0.123906 68.869 48 4168.5
0.125664 65.9408 30 3991.26
0.127397 69.6244 24 4214.22
0.129107 65.3991 72 3958.47
0.132461 62.3702 24 3775.14
0.134107 61.7321 96 3736.52
0.135732 60.7621 48 3677.81
0.137339 61.1295 24 3700.05
0.138926 59.8969 24 3625.44
0.140496 55.336 72 3349.38
0.142049 53.7144 48 3251.22
0.145104 61.0763 8 3696.83
0.146608 54.661 54 3308.52
0.148632 50.2246 132 3039.99
0.151029 48.0193 24 2906.51
0.152474 46.628 72 2822.3
0.153906 47.5492 96 2878.06
0.15673 44.0965 48 2669.07
0.158123 41.9517 48 2539.25
0.160531 42.2952 96 2560.04
0.163577 41.8385 72 2532.4
0.164913 39.572 96 2395.21
0.167552 41.8126 6 2530.83
0.169502 39.4782 192 2389.54
0.172283 38.6255 72 2337.92
0.173974 37.6071 96 2276.28
0.17523 37.2592 48 2255.22
0.178418 36.1827 84 2190.06
0.180167 34.4278 120 2083.85
0.181741 36.5262 80 2210.86
0.184179 33.8542 144 2049.12
0.187328 35.9889 24 2178.33
0.188867 33.1434 150 2006.1
0.191267 32.1222 120 1944.29
0.193903 31.9982 168 1936.78
0.196472 32.182 24 1947.91
0.198088 31.5496 264 1909.63
0.199793 29.6332 48 1793.63
0.202698 29.9063 144 1810.17
0.205919 29.694 72 1797.32
0.207757 29.8725 180 1808.12
0.21056 27.7926 246 1682.23
0.213587 26.6096 72 1610.62
0.215528 27.3612 240 1656.12
0.218352 24.8071 104 1501.52
0.219662 25.2006 144 1525.34
0.223423 22.7376 240 1376.26
0.22618 24.0456 192 1455.43
0.228278 22.8505 120 1383.09
0.231217 22.2643 246 1347.61
0.234628 21.7905 288 1318.93
0.237806 21.9731 156 1329.99
0.239714 21.202 216 1283.32
0.242607 21.5176 264 1302.42
0.245954 20.8 264 1258.98
0.248695 19.8753 192 1203.01
0.252641 19.1456 318 1158.84
0.255182 18.9526 248 1147.16
0.257969 19.1266 336 1157.7
0.260901 18.4947 264 1119.44
0.263594 18.9345 120 1146.07
0.266618 18.094 420 1095.19
0.269843 17.7897 264 1076.77
0.273272 16.8476 366 1019.75
0.275985 16.653 336 1007.97
0.280415 16.632 456 1006.7
0.283902 15.2155 384 920.965
0.287082 15.2731 432 924.449
0.291553 14.5942 296 883.358
0.29372 14.6848 390 888.843
0.297469 14.0415 444 849.904
0.301416 13.9884 600 846.692
0.304904 13.5299 408 818.935
0.308899 12.9829 408 785.828
0.311881 12.9905 384 786.286
0.316099 12.762 774 772.459
0.320152 12.4715 432 754.876
0.323319 11.9629 456 724.091
0.327249 12.0568 620 729.772
0.331125 11.4315 600 691.923
0.335425 11.0076 582 666.268
0.339086 11.1201 576 673.079
0.342966 10.6896 768 647.022
0.347538 10.9417 744 662.278
0.352007 10.3692 648 627.627
0.356145 9.57462 666 579.532
0.360285 9.57755 960 579.71
0.365066 9.1485 752 553.74
0.368573 9.58384 552 580.09
0.372864 9.27026 984 561.11
0.378105 8.75151 1062 529.711
0.382338 8.85421 648 535.928
0.386795 8.41763 1140 509.502
0.391574 8.20099 864 496.389
0.396297 7.96864 1062 482.325
0.401127 8.0067 968 484.629
0.405513 7.37926 1248 446.652
0.410547 7.4645 864 451.811
0.41537 7.14514 1404 432.481
0.420644 7.07575 1086 428.281
0.425289 6.91869 1272 418.774
0.430681 6.65113 1392 402.579
0.436011 6.72773 1376 407.216
0.440941 6.36106 1110 385.022
0.446174 6.22359 1740 376.702
0.45185 6.15696 1584 372.668
0.457529 5.95918 1368 360.697
0.462665 5.87756 1662 355.757
0.467842 5.72302 1536 346.403
0.473473 5.56646 1820 336.927
0.479577 5.31415 1902 321.655
0.485197 5.2788 1704 319.515
0.490809 5.2064 2040 315.133
0.497084 4.88306 2088 295.562
0.503027 4.78227 1842 289.461
0.508843 4.60449 2456 278.7
0.51514 4.62887 1968 280.176
0.521205 4.50761 2382 272.837
0.527271 4.33155 2352 262.18
0.533802 4.2237 2604 255.652
0.539882 4.09284 2280 247.731
0.546709 4.14053 2990 250.618
0.553468 3.91339 2880 236.87
0.559954 3.80368 2508 230.229
0.566543 3.79422 3126 229.657
0.573496 3.70895 3216 224.495
0.580523 3.53126 3032 213.74
0.587241 3.50348 3294 212.059
0.594316 3.39351 3540 205.402
0.601466 3.20269 3408 193.852
0.609018 3.2609 4014 197.376
0.61634 3.14481 3728 190.349
0.623417 3.07404 3588 186.065
0.630695 2.93069 4230 177.389
