# in Mpc/h Units 
# D1 = 0.0548369 
# k P N P(z=0)
0.020944 0.748116 6 248.784
0.0296192 0.608274 12 202.28
0.036276 0.503704 8 167.506
0.0418879 0.414095 6 137.706
0.0468321 0.388191 24 129.092
0.051302 0.358939 24 119.364
0.0592384 0.324385 12 107.874
0.0628319 0.313822 30 104.361
0.0662306 0.299051 24 99.449
0.0694632 0.287283 24 95.5354
0.072552 0.273881 8 91.0787
0.0755145 0.262099 24 87.1606
0.0783651 0.247838 48 82.418
0.0837758 0.228107 6 75.8564
0.0863541 0.211034 48 70.1789
0.0888577 0.199185 36 66.2387
0.0912926 0.187895 24 62.4842
0.0936642 0.178927 24 59.5017
0.0959772 0.171175 48 56.924
0.0982358 0.163639 24 54.418
0.102604 0.151325 24 50.3227
0.10472 0.144651 30 48.1035
0.106794 0.142721 72 47.4614
0.108828 0.140222 32 46.6306
0.112787 0.134224 72 44.636
0.114715 0.132813 48 44.1667
0.118477 0.128641 12 42.7793
0.120314 0.127054 48 42.2514
0.122123 0.124918 48 41.5413
0.123906 0.12353 48 41.0796
0.125664 0.122271 30 40.661
0.127397 0.120898 24 40.2043
0.129107 0.11849 72 39.4035
0.132461 0.11506 24 38.2629
0.134107 0.112248 96 37.3278
0.135732 0.110276 48 36.6722
0.137339 0.108297 24 36.0141
0.138926 0.105677 24 35.1426
0.140496 0.103516 72 34.4241
0.142049 0.101009 48 33.5902
0.145104 0.0976068 8 32.4589
0.146608 0.095946 54 31.9067
0.148632 0.0915388 132 30.441
0.151029 0.0880995 24 29.2973
0.152474 0.0859186 72 28.5721
0.153906 0.0844855 96 28.0955
0.15673 0.0808264 48 26.8787
0.158123 0.0791449 48 26.3195
0.160531 0.0769711 96 25.5966
0.163577 0.0736319 72 24.4861
0.164913 0.0726162 96 24.1484
0.167552 0.0827565 6 27.5205
0.169502 0.0692504 192 23.0291
0.172283 0.0676367 72 22.4924
0.173974 0.0669247 96 22.2557
0.17523 0.0663597 48 22.0678
0.178418 0.0651129 84 21.6532
0.180167 0.0642291 120 21.3593
0.181741 0.0638063 80 21.2187
0.184179 0.0627995 144 20.8839
0.187328 0.0615199 24 20.4583
0.188867 0.0608326 150 20.2298
0.191267 0.0600731 120 19.9772
0.193903 0.0588738 168 19.5784
0.196472 0.057795 24 19.2196
0.198088 0.0569365 264 18.9341
0.199793 0.0558454 48 18.5713
0.202698 0.0542292 144 18.0338
0.205919 0.0527648 72 17.5468
0.207757 0.0513418 180 17.0736
0.21056 0.0494759 246 16.4531
0.213587 0.0479839 72 15.9569
0.215528 0.0473328 240 15.7404
0.218352 0.0455753 104 15.156
0.219662 0.0448251 144 14.9065
0.223423 0.0431902 240 14.3628
0.22618 0.042081 192 13.9939
0.228278 0.0414563 120 13.7862
0.231217 0.0399865 246 13.2974
0.234628 0.0393472 288 13.0848
0.237806 0.0385046 156 12.8046
0.239714 0.0379837 216 12.6314
0.242607 0.0372915 264 12.4012
0.245954 0.0367052 264 12.2062
0.248695 0.0360614 192 11.9921
0.252641 0.0353642 318 11.7603
0.255182 0.0348542 248 11.5907
0.257969 0.0341279 336 11.3492
0.260901 0.0335003 264 11.1405
0.263594 0.0328426 120 10.9217
0.266618 0.0319747 420 10.6331
0.269843 0.0312551 264 10.3938
0.273272 0.0302907 366 10.0731
0.275985 0.0297541 336 9.89467
0.280415 0.0286225 456 9.51834
0.283902 0.0277761 384 9.23687
0.287082 0.0270404 432 8.99224
0.291553 0.0260959 296 8.67813
0.29372 0.0258428 390 8.59398
0.297469 0.0251734 444 8.37138
0.301416 0.0244794 600 8.14057
0.304904 0.0240728 408 8.00537
0.308899 0.0234043 408 7.78304
0.311881 0.023171 384 7.70546
0.316099 0.0226227 774 7.52312
0.320152 0.0221406 432 7.3628
0.323319 0.0217757 456 7.24146
0.327249 0.0211573 620 7.03582
0.331125 0.020608 600 6.85314
0.335425 0.0204126 582 6.78817
0.339086 0.0198377 576 6.597
0.342966 0.0191328 768 6.36257
0.347538 0.0186549 744 6.20363
0.352007 0.0181515 648 6.03623
0.356145 0.017753 666 5.90374
0.360285 0.017231 960 5.73014
0.365066 0.0167085 752 5.55637
0.368573 0.0164024 552 5.45458
0.372864 0.0161287 984 5.36357
0.378105 0.0187696 1062 6.24178
0.382338 0.0154166 648 5.12675
0.386795 0.0150397 1140 5.00142
0.391574 0.014614 864 4.85986
0.396297 0.0143598 1062 4.77532
0.401127 0.013924 968 4.6304
0.405513 0.0135282 1248 4.49877
0.410547 0.0132212 864 4.39667
0.41537 0.0128403 1404 4.27
0.420644 0.0127087 1086 4.22627
