# in Mpc/h Units 
# D1 = 0.331228 
# k P N P(z=0)
0.0523599 569.542 6 5191.24
0.074048 941.914 12 8585.32
0.09069 1007.71 8 9185.07
0.10472 142.92 6 1302.68
0.11708 620.214 24 5653.1
0.128255 369.46 24 3367.54
0.148096 668.157 12 6090.09
0.15708 284.701 30 2594.98
0.165576 323.538 24 2948.97
0.173658 283.553 24 2584.52
0.18138 141.94 8 1293.75
0.188786 300.953 24 2743.12
0.195913 232.673 48 2120.76
0.20944 125.474 6 1143.66
0.215885 176.311 48 1607.03
0.222144 182.981 36 1667.83
0.228231 102.873 24 937.664
0.23416 222.467 24 2027.74
0.239943 155.532 48 1417.63
0.24559 173.41 24 1580.59
0.25651 130.646 24 1190.81
0.261799 78.7963 30 718.209
0.266984 117.83 72 1073.99
0.27207 197.433 32 1799.55
0.281967 110.487 72 1007.06
0.286787 129.552 48 1180.84
0.296192 117.224 12 1068.47
0.300785 129.687 48 1182.07
0.305308 123.929 48 1129.58
0.309765 98.0481 48 893.685
0.314159 76.8351 30 700.333
0.318493 104.772 24 954.972
0.322768 99.8015 72 909.667
0.331153 96.9947 24 884.083
0.335267 73.1194 96 666.465
0.339331 107.479 48 979.644
0.343347 89.2102 24 813.13
0.347316 89.0229 24 811.422
0.351241 69.6341 72 634.698
0.355122 60.064 48 547.468
0.36276 131.09 8 1194.86
0.366519 101.639 54 926.417
0.37024 65.6779 84 598.638
0.373924 66.3094 48 604.394
0.377572 72.4677 24 660.525
0.381186 62.2326 72 567.235
0.384765 85.0433 96 775.149
0.391825 67.1771 48 612.303
0.395308 56.9352 48 518.951
0.398761 75.4249 24 687.48
0.402184 62.5626 72 570.243
0.408944 66.7072 72 608.02
0.412282 59.4404 96 541.784
0.418879 10.2428 6 93.3611
0.422139 57.2948 96 522.228
0.425374 68.5187 96 624.531
0.428584 46.63 24 425.022
0.431771 39.9082 48 363.753
0.434934 57.0371 96 519.879
0.438074 61.857 48 563.812
0.444288 62.2381 36 567.285
0.447363 44.1819 48 402.708
0.450417 51.0249 120 465.08
0.45345 45.7013 56 416.556
0.456463 40.9493 24 373.243
0.459456 48.1636 96 439
0.46243 49.852 48 454.389
0.468321 34.7469 24 316.71
0.471239 36.327 102 331.111
0.475868 35.4595 120 323.205
0.479886 68.1439 48 621.115
0.482734 32.2804 48 294.228
0.485566 33.558 120 305.873
0.491179 42.4528 24 386.947
0.493962 41.9855 144 382.688
0.497516 28.3674 168 258.562
0.50494 49.7427 48 453.393
0.507648 37.893 96 345.386
0.51302 56.0907 24 511.253
0.515685 46.8858 48 427.353
0.518336 43.974 108 400.813
0.520974 28.7751 72 262.278
0.525815 43.0465 198 392.358
0.528809 31.9843 48 291.53
0.533968 31.8346 72 290.164
0.536529 34.7107 96 316.38
0.539078 45.0888 72 410.974
0.542392 30.1022 104 274.374
0.546653 30.8886 72 281.542
0.549155 34.2425 144 312.112
0.557822 32.9314 192 300.162
0.561497 29.8958 48 272.493
0.565449 36.8253 192 335.654
0.568774 27.7699 72 253.116
0.573574 38.5462 48 351.34
0.575959 39.9383 78 364.028
0.57901 33.6828 168 307.011
0.585401 31.2053 144 284.428
0.587738 26.275 144 239.49
0.592384 19.4129 12 176.944
0.595269 32.4298 192 295.59
0.599938 28.6464 168 261.105
0.603844 31.8175 48 290.009
0.606109 30.5704 168 278.642
0.61211 32.0498 144 292.126
0.616043 27.8877 168 254.189
0.621003 26.1194 144 238.072
0.62394 28.5635 48 260.35
0.628319 22.8595 30 208.359
0.631943 23.9233 288 218.055
0.635476 23.9389 80 218.197
0.640026 24.0568 288 219.272
0.645536 18.8618 72 171.921
0.648501 22.0133 240 200.646
0.651875 25.0541 96 228.362
0.657259 27.7194 168 252.656
0.664143 23.0286 216 209.9
0.666806 28.6323 132 260.977
0.671554 25.0432 192 228.263
0.67461 21.4183 120 195.223
0.67991 20.7407 126 189.047
0.683858 20.8953 288 190.456
0.689604 22.5522 312 205.558
0.694632 19.9483 24 181.824
0.699101 24.7267 264 225.378
0.703699 20.3834 192 185.79
0.707341 23.6151 192 215.246
0.712995 21.4275 336 195.307
0.716011 18.9945 48 173.13
0.72021 21.7008 240 197.798
0.728882 20.1273 296 183.455
0.73184 24.2572 150 221.099
0.735837 19.3112 240 176.017
0.741648 24.8287 228 226.307
0.745808 20.7283 216 188.933
0.750984 18.2418 336 166.269
0.757319 18.2699 360 166.526
0.761471 20.0339 144 182.604
0.764935 20.9805 168 191.232
0.771444 18.6083 312 169.61
0.777209 18.7934 288 171.297
0.781021 19.2485 192 175.445
0.786997 16.3646 366 149.159
0.793162 16.0745 408 146.515
0.798994 14.4797 168 131.979
0.801928 20.1614 336 183.767
0.80675 14.8905 240 135.723
0.81435 16.3039 380 148.606
0.819874 15.1158 384 137.777
0.825561 15.7013 240 143.113
0.829315 13.9305 360 126.973
0.834578 13.6981 198 124.855
0.840616 15.6811 384 142.929
0.845798 17.0596 384 155.494
0.852892 13.8912 432 126.615
0.858982 15.3621 528 140.021
0.865654 15.7878 288 143.902
0.869604 14.8146 288 135.032
0.875816 13.8737 456 126.456
0.882071 15.3648 360 140.046
0.886104 14.6019 180 133.093
0.89194 14.7801 486 134.717
0.897856 14.0475 504 128.04
0.904202 13.19 512 120.223
