# in Mpc/h Units 
# D1 = 0.016907 
# k P N P(z=0)
0.020944 7.04122 6 24632.9
0.0296192 5.78346 12 20232.8
0.036276 4.77814 8 16715.8
0.0418879 4.10944 6 14376.4
0.0468321 3.68249 24 12882.8
0.051302 3.42097 24 11967.9
0.0592384 3.0747 12 10756.5
0.0628319 2.96621 30 10376.9
0.0662306 2.85827 24 9999.34
0.0694632 2.73565 24 9570.35
0.072552 2.61335 8 9142.49
0.0755145 2.49378 24 8724.21
0.0783651 2.36104 48 8259.84
0.0837758 2.14379 6 7499.82
0.0863541 2.00014 48 6997.27
0.0888577 1.8941 36 6626.28
0.0912926 1.79212 24 6269.52
0.0936642 1.7126 24 5991.33
0.0959772 1.63026 48 5703.28
0.0982358 1.55805 24 5450.66
0.102604 1.43754 24 5029.07
0.10472 1.38371 30 4840.74
0.106794 1.35641 72 4745.25
0.108828 1.33411 32 4667.24
0.112787 1.27703 72 4467.54
0.114715 1.25476 48 4389.62
0.118477 1.22628 12 4289.98
0.120314 1.21307 48 4243.8
0.122123 1.19596 48 4183.93
0.123906 1.18079 48 4130.86
0.125664 1.15583 30 4043.54
0.127397 1.15984 24 4057.57
0.129107 1.12881 72 3949.02
0.132461 1.09194 24 3820.03
0.134107 1.07093 96 3746.53
0.135732 1.05167 48 3679.16
0.137339 1.0356 24 3622.91
0.138926 1.01469 24 3549.78
0.140496 0.983375 72 3440.22
0.142049 0.956967 48 3347.84
0.145104 0.942187 8 3296.13
0.146608 0.908739 54 3179.12
0.148632 0.873487 132 3055.79
0.151029 0.837374 24 2929.46
0.152474 0.8166 72 2856.78
0.153906 0.806956 96 2823.04
0.15673 0.766172 48 2680.36
0.158123 0.748621 48 2618.96
0.160531 0.729594 96 2552.4
0.163577 0.705661 72 2468.67
0.164913 0.692659 96 2423.19
0.167552 0.686219 6 2400.66
0.169502 0.665113 192 2326.82
0.172283 0.651263 72 2278.37
0.173974 0.6424 96 2247.36
0.17523 0.635683 48 2223.86
0.178418 0.619137 84 2165.98
0.180167 0.610648 120 2136.28
0.181741 0.611018 80 2137.58
0.184179 0.597299 144 2089.58
0.187328 0.594292 24 2079.06
0.188867 0.580226 150 2029.85
0.191267 0.570905 120 1997.25
0.193903 0.559992 168 1959.07
0.196472 0.549748 24 1923.23
0.198088 0.54348 264 1901.3
0.199793 0.528337 48 1848.33
0.202698 0.518405 144 1813.58
0.205919 0.504025 72 1763.27
0.207757 0.494541 180 1730.1
0.21056 0.476062 246 1665.45
0.213587 0.460191 72 1609.92
0.215528 0.452821 240 1584.14
0.218352 0.434984 104 1521.74
0.219662 0.429562 144 1502.77
0.223423 0.409605 240 1432.96
0.22618 0.403873 192 1412.9
0.228278 0.394869 120 1381.4
