# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
0.020944 8.45108e-11 12 8.45108e-11
0.0296192 2.43158e-10 24 2.43158e-10
0.036276 2.43293e-10 16 2.43293e-10
0.0418879 3.96321e-10 12 3.96321e-10
0.0468321 1.73365e-09 48 1.73365e-09
0.051302 2.42537e-09 48 2.42537e-09
0.0592384 3.1981e-09 24 3.1981e-09
0.0628319 3.71633e-09 60 3.71633e-09
0.0662306 8.97512e-09 48 8.97512e-09
0.0694632 5.37766e-09 48 5.37766e-09
0.072552 8.61071e-09 16 8.61071e-09
0.0755145 8.90117e-09 48 8.90117e-09
0.0783651 1.16148e-08 96 1.16148e-08
0.0837758 1.26877e-08 12 1.26877e-08
0.0863541 1.98697e-08 96 1.98697e-08
0.0888577 2.23694e-08 72 2.23694e-08
0.0912926 1.7608e-08 48 1.7608e-08
0.0936642 2.41163e-08 48 2.41163e-08
0.0959772 2.25008e-08 96 2.25008e-08
0.0982358 2.23629e-08 48 2.23629e-08
0.102604 1.297e-08 48 1.297e-08
0.10472 4.45829e-08 60 4.45829e-08
0.106794 4.5288e-08 144 4.5288e-08
0.108828 9.34387e-08 64 9.34387e-08
0.112787 3.9678e-08 144 3.9678e-08
0.114715 6.78714e-08 96 6.78714e-08
0.118477 6.26335e-08 24 6.26335e-08
0.120314 4.27713e-08 96 4.27713e-08
0.122123 6.88775e-08 96 6.88775e-08
0.123906 9.28126e-08 96 9.28126e-08
0.125664 7.95421e-08 60 7.95421e-08
0.127397 1.47301e-07 48 1.47301e-07
0.129107 7.45071e-08 144 7.45071e-08
0.132461 1.3349e-07 48 1.3349e-07
0.134107 1.20099e-07 192 1.20099e-07
0.135732 1.14302e-07 96 1.14302e-07
0.137339 4.55912e-08 48 4.55912e-08
0.138926 1.4755e-07 48 1.4755e-07
0.140496 8.40879e-08 144 8.40879e-08
0.142049 1.17663e-07 96 1.17663e-07
0.145104 4.45763e-08 16 4.45763e-08
0.146608 1.55292e-07 108 1.55292e-07
0.148632 1.40226e-07 264 1.40226e-07
0.151029 1.80938e-07 48 1.80938e-07
0.152474 1.78464e-07 144 1.78464e-07
0.153906 1.85896e-07 192 1.85896e-07
0.15673 9.43964e-08 96 9.43964e-08
0.158123 1.4832e-07 96 1.4832e-07
0.160531 2.29305e-07 192 2.29305e-07
0.163577 1.68515e-07 144 1.68515e-07
0.164913 2.60099e-07 192 2.60099e-07
0.167552 5.94004e-07 12 5.94004e-07
0.169502 2.54637e-07 384 2.54637e-07
0.172283 3.26675e-07 144 3.26675e-07
0.173974 3.91619e-07 192 3.91619e-07
0.17523 2.20442e-07 96 2.20442e-07
0.178418 3.82325e-07 168 3.82325e-07
0.180167 3.27828e-07 240 3.27828e-07
0.181741 2.69206e-07 160 2.69206e-07
0.184179 3.20168e-07 288 3.20168e-07
0.187328 7.2665e-07 48 7.2665e-07
0.188867 3.64267e-07 300 3.64267e-07
0.191267 4.76583e-07 240 4.76583e-07
