# in Mpc/h Units 
# D1 = 0.164107 
# k P N P(z=0)
0.0523599 138.624 6 5147.36
0.074048 231.261 12 8587.14
0.09069 251.27 8 9330.12
0.10472 36.8749 6 1369.23
0.11708 152.302 24 5655.25
0.128255 87.6624 24 3255.07
0.148096 166.773 12 6192.57
0.15708 69.2996 30 2573.22
0.165576 78.6082 24 2918.87
0.173658 72.8733 24 2705.92
0.18138 30.0175 8 1114.6
0.188786 72.9557 24 2708.98
0.195913 57.8128 48 2146.69
0.20944 24.0213 6 891.955
0.215885 42.8761 48 1592.07
0.222144 41.716 36 1548.99
0.228231 22.7844 24 846.027
0.23416 49.8953 24 1852.7
0.239943 32.9142 48 1222.16
0.24559 42.3638 24 1573.04
0.25651 32.6658 24 1212.94
0.261799 20.225 30 750.992
0.266984 26.6692 72 990.276
0.27207 44.5102 32 1652.75
0.281967 27.0853 72 1005.73
0.286787 31.6658 48 1175.81
0.296192 21.1228 12 784.33
0.300785 30.5742 48 1135.27
0.305308 25.8156 48 958.58
0.309765 22.3734 48 830.764
0.314159 17.1382 30 636.374
0.318493 24.8133 24 921.362
0.322768 22.5576 72 837.606
0.331153 21.6553 24 804.099
0.335267 17.448 96 647.877
0.339331 24.6203 48 914.198
0.343347 20.8393 24 773.8
0.347316 20.6826 24 767.981
0.351241 17.259 72 640.858
0.355122 13.8202 48 513.17
0.36276 29.5269 8 1096.39
0.366519 23.5058 54 872.812
0.37024 16.467 84 611.449
0.373924 15.7205 48 583.73
0.377572 16.6452 24 618.068
0.381186 13.3912 72 497.241
0.384765 19.1222 96 710.041
0.391825 14.4322 48 535.895
0.395308 13.3303 48 494.978
0.398761 15.3586 24 570.291
0.402184 12.5268 72 465.144
0.408944 12.8538 72 477.285
0.412282 13.5384 96 502.705
0.418879 5.02117 6 186.445
0.422139 10.8073 96 401.294
0.425374 13.9272 96 517.144
0.428584 9.05077 24 336.071
0.431771 8.96715 48 332.967
0.434934 11.9742 96 444.624
0.438074 12.2457 48 454.707
0.444288 13.3083 36 494.163
0.447363 7.52231 48 279.317
0.450417 10.7301 120 398.43
0.45345 8.53643 56 316.973
0.456463 9.37228 24 348.01
0.459456 9.91514 96 368.167
0.46243 11.9022 48 441.949
0.468321 5.88566 24 218.545
0.471239 8.14924 102 302.596
0.475868 8.16301 120 303.107
0.479886 13.5206 48 502.043
0.482734 7.04478 48 261.585
0.485566 8.19441 120 304.273
0.491179 9.5611 24 355.021
0.493962 9.96172 144 369.897
0.497516 6.93534 168 257.522
0.50494 9.2356 48 342.935
0.507648 7.20602 96 267.573
0.51302 10.4409 24 387.688
0.515685 9.64112 48 357.992
0.518336 7.60802 108 282.5
