# in Mpc/h Units 
# D1 = 0.0406223 
# k P N P(z=0)
0.020944 40.7996 6 24724.5
0.0296192 33.5198 12 20313
0.036276 27.6794 8 16773.7
0.0418879 23.7981 6 14421.6
0.0468321 21.3024 24 12909.2
0.051302 19.8547 24 12031.9
0.0592384 17.7114 12 10733.1
0.0628319 17.1681 30 10403.8
0.0662306 16.5589 24 10034.6
0.0694632 15.8027 24 9576.44
0.072552 15.0681 8 9131.26
0.0755145 14.4254 24 8741.77
0.0783651 13.6332 48 8261.71
0.0837758 12.5348 6 7596.1
0.0863541 11.5612 48 7006.08
0.0888577 10.9481 36 6634.52
0.0912926 10.3779 24 6288.96
0.0936642 9.96721 24 6040.12
0.0959772 9.49757 48 5755.51
0.0982358 9.03142 24 5473.03
0.102604 8.25537 24 5002.74
0.10472 7.91741 30 4797.94
0.106794 7.83188 72 4746.11
0.108828 7.76139 32 4703.39
0.112787 7.34873 72 4453.32
0.114715 7.22752 48 4379.87
0.118477 7.09395 12 4298.92
0.120314 7.01851 48 4253.21
0.122123 6.91773 48 4192.14
0.123906 6.82482 48 4135.83
0.125664 6.65884 30 4035.25
0.127397 6.7587 24 4095.76
0.129107 6.51269 72 3946.68
0.132461 6.29108 24 3812.39
0.134107 6.1759 96 3742.59
0.135732 6.06119 48 3673.07
0.137339 6.01111 24 3642.72
0.138926 5.89793 24 3574.14
0.140496 5.63726 72 3416.17
0.142049 5.49241 48 3328.39
0.145104 5.57179 8 3376.5
0.146608 5.29261 54 3207.32
0.148632 5.03898 132 3053.61
0.151029 4.83138 24 2927.81
0.152474 4.69224 72 2843.49
0.153906 4.68128 96 2836.85
0.15673 4.41552 48 2675.8
0.158123 4.28882 48 2599.02
0.160531 4.21909 96 2556.76
0.163577 4.09622 72 2482.3
0.164913 3.99587 96 2421.49
0.167552 3.99745 6 2422.45
0.169502 3.85931 192 2338.74
0.172283 3.78572 72 2294.14
0.173974 3.72287 96 2256.06
0.17523 3.67314 48 2225.92
0.178418 3.58336 84 2171.51
0.180167 3.50163 120 2121.98
0.181741 3.54672 80 2149.31
0.184179 3.43412 144 2081.08
0.187328 3.45298 24 2092.5
0.188867 3.34024 150 2024.18
0.191267 3.27985 120 1987.59
0.193903 3.22233 168 1952.72
0.196472 3.16551 24 1918.29
0.198088 3.14005 264 1902.87
0.199793 3.03274 48 1837.83
0.202698 2.98518 144 1809.02
0.205919 2.91231 72 1764.85
0.207757 2.8791 180 1744.73
0.21056 2.75186 246 1667.63
0.213587 2.65485 72 1608.84
0.215528 2.63929 240 1599.41
0.218352 2.49584 104 1512.48
0.219662 2.48235 144 1504.3
0.223423 2.33961 240 1417.8
0.22618 2.34024 192 1418.18
0.228278 2.275 120 1378.65
0.231217 2.21269 246 1340.88
0.234628 2.17273 288 1316.67
0.237806 2.14629 156 1300.65
0.239714 2.10269 216 1274.23
0.242607 2.07417 264 1256.95
0.245954 2.03105 264 1230.82
0.248695 1.97513 192 1196.93
0.252641 1.92994 318 1169.54
0.255182 1.90576 248 1154.89
0.257969 1.88668 336 1143.33
0.260901 1.84044 264 1115.3
0.263594 1.84502 120 1118.08
0.266618 1.77552 420 1075.96
0.269843 1.73413 264 1050.88
0.273272 1.67225 366 1013.38
0.275985 1.64195 336 995.021
0.280415 1.59985 456 969.51
0.283902 1.52087 384 921.644
0.287082 1.4954 432 906.213
0.291553 1.43821 296 871.555
0.29372 1.4298 390 866.459
0.297469 1.38455 444 839.036
0.301416 1.36761 600 828.767
0.304904 1.33328 408 807.963
0.308899 1.28813 408 780.605
0.311881 1.27481 384 772.536
0.316099 1.25112 774 758.177
0.320152 1.2257 432 742.775
0.323319 1.19181 456 722.233
0.327249 1.17941 620 714.722
0.331125 1.13965 600 690.628
0.335425 1.10266 582 668.209
0.339086 1.09069 576 660.956
0.342966 1.0549 768 639.267
0.347538 1.04336 744 632.275
0.352007 1.00319 648 607.929
0.356145 0.956227 666 579.472
0.360285 0.944606 960 572.43
0.365066 0.912268 752 552.833
0.368573 0.914287 552 554.057
0.372864 0.893277 984 541.325
0.378105 0.864919 1062 524.14
0.382338 0.852937 648 516.879
0.386795 0.827013 1140 501.169
0.391574 0.802587 864 486.366
0.396297 0.782221 1062 474.025
0.401127 0.769253 968 466.166
0.405513 0.73869 1248 447.645
0.410547 0.73248 864 443.882
0.41537 0.704429 1404 426.883
0.420644 0.691791 1086 419.225
0.425289 0.674758 1272 408.902
0.430681 0.653299 1392 395.899
0.436011 0.644981 1376 390.858
0.440941 0.625063 1110 378.788
0.446174 0.611283 1740 370.437
0.45185 0.596537 1584 361.501
0.457529 0.577156 1368 349.756
0.462665 0.56829 1662 344.383
0.467842 0.556148 1536 337.025
0.473473 0.539926 1820 327.194
0.479577 0.522154 1902 316.424
0.485197 0.510532 1704 309.382
0.490809 0.500807 2040 303.488
0.497084 0.482532 2088 292.414
0.503027 0.467377 1842 283.23
0.508843 0.454651 2456 275.518
0.51514 0.446679 1968 270.687
0.521205 0.438415 2382 265.679
0.527271 0.423302 2352 256.52
0.533802 0.412676 2604 250.081
0.539882 0.400008 2280 242.404
0.546709 0.395351 2990 239.582
0.553468 0.381833 2880 231.39
0.559954 0.369781 2508 224.087
0.566543 0.364283 3126 220.755
0.573496 0.354025 3216 214.539
0.580523 0.343111 3032 207.925
0.587241 0.336328 3294 203.814
0.594316 0.326827 3540 198.057
0.601466 0.315543 3408 191.219
0.609018 0.310004 4014 187.862
0.61634 0.302814 3728 183.505
0.623417 0.292469 3588 177.236
0.630695 0.284679 4230 172.515
0.638291 0.274544 4176 166.373
0.645683 0.26874 4158 162.856
0.653416 0.263467 4652 159.66
0.660988 0.255684 4584 154.944
0.669506 0.247725 5454 150.121
0.677708 0.241408 4884 146.293
0.685505 0.234969 5000 142.391
0.694 0.229382 5934 139.005
0.702333 0.221825 5376 134.426
0.710789 0.216867 5898 131.421
0.719251 0.210031 6216 127.279
0.727942 0.203631 6104 123.4
0.736661 0.198531 6618 120.309
0.745211 0.193651 6480 117.352
0.754127 0.18965 6918 114.928
0.762976 0.183656 7304 111.295
0.772239 0.177532 7338 107.584
0.781657 0.174113 8376 105.512
0.791082 0.167927 7590 101.763
0.800591 0.163983 8780 99.3734
0.810283 0.158656 8496 96.1456
0.820075 0.155222 9294 94.0644
0.829801 0.149896 8828 90.837
0.839624 0.146775 9846 88.9452
0.849851 0.142787 10248 86.5285
0.860395 0.137699 10626 83.4454
0.870624 0.134123 10520 81.2785
0.880856 0.130114 10902 78.8489
0.8914 0.125772 11796 76.2179
0.902254 0.122587 11894 74.2875
0.912774 0.12025 12060 72.8712
0.923682 0.115585 12942 70.0444
0.934704 0.112415 13224 68.1236
0.946056 0.109514 14042 66.3655
0.957461 0.106066 14400 64.276
0.969088 0.102681 15054 62.2245
0.980756 0.100313 15194 60.7897
0.992313 0.0973522 15768 58.9953
1.00427 0.093358 16626 56.5749
1.0163 0.091472 17168 55.4319
1.02842 0.0892238 17334 54.0695
1.04065 0.0863468 18564 52.326
1.05325 0.0848796 19214 51.4369
1.06615 0.0808331 20298 48.9848
1.07882 0.0784345 19800 47.5312
1.09171 0.0770656 21434 46.7017
1.10469 0.073943 21630 44.8093
1.1179 0.0723016 22976 43.8147
1.13133 0.0696831 23370 42.2279
1.14472 0.0677151 24240 41.0352
1.15877 0.0658897 26642 39.9291
1.17281 0.0640954 25518 38.8417
1.18671 0.0618782 27498 37.4981
1.20092 0.0602121 27944 36.4884
1.21541 0.0580775 29778 35.1949
1.23005 0.0562535 30158 34.0895
1.24487 0.0546688 32076 33.1292
1.25995 0.0528922 32430 32.0526
1.27496 0.0515168 33602 31.2191
1.29008 0.0496193 34584 30.0692
1.30561 0.0480283 36842 29.1051
1.32148 0.0466322 38070 28.259
1.33731 0.0450661 38402 27.31
1.35304 0.0437567 39600 26.5165
1.36931 0.0425147 42786 25.7638
1.38597 0.0409849 43754 24.8368
1.40251 0.0399077 44190 24.184
1.41927 0.0380867 47042 23.0805
1.43629 0.0370309 48000 22.4407
1.45349 0.0364011 50210 22.059
1.47092 0.0348538 51678 21.1214
1.48857 0.0339568 54050 20.5778
1.50651 0.0327598 56010 19.8524
1.5246 0.031588 57782 19.1423
1.54296 0.0307217 60306 18.6173
1.5614 0.029722 61244 18.0115
1.57996 0.028706 64086 17.3958
1.59904 0.0277363 67706 16.8082
1.61841 0.0267695 69486 16.2223
1.63786 0.0258155 71426 15.6441
1.65727 0.0251455 72882 15.2381
1.67716 0.0241582 78230 14.6398
1.69752 0.0232723 80378 14.103
1.71789 0.0225813 82242 13.6842
1.73855 0.021943 86546 13.2975
1.75938 0.0211731 87750 12.8309
1.78034 0.0204566 91922 12.3966
1.80163 0.0196922 94890 11.9334
1.82321 0.0190369 99062 11.5363
1.84528 0.0184459 103898 11.1782
1.86742 0.0177748 105090 10.7715
1.88971 0.0171963 109874 10.4209
1.91235 0.0165863 114110 10.0513
1.93516 0.0160797 116850 9.74427
1.95828 0.0154723 122672 9.37621
1.98195 0.0149037 128874 9.03161
2.00592 0.0144332 131714 8.74649
2.02983 0.013915 134822 8.43245
2.05418 0.0134364 142866 8.14244
2.07887 0.0129541 145514 7.85015
2.10372 0.0126027 151880 7.63721
2.12915 0.0120786 159746 7.31959
2.15486 0.0117503 162858 7.12065
2.18054 0.0112862 167474 6.83943
2.20649 0.0109381 174110 6.62846
2.23302 0.0105647 183336 6.40221
2.25999 0.0101886 189146 6.17428
2.28711 0.00985157 194354 5.97004
2.31452 0.00954024 202496 5.78137
2.3423 0.00918009 209754 5.56312
2.37031 0.00889892 215618 5.39274
2.39862 0.00861743 224600 5.22215
2.42748 0.00833955 235370 5.05376
2.45668 0.00805914 240794 4.88383
2.48608 0.00786887 250560 4.76853
2.5159 0.00760993 259874 4.61161
2.54615 0.00738265 270224 4.47387
2.57673 0.00716668 278570 4.343
2.60767 0.00697207 290216 4.22507
2.63893 0.00678535 298370 4.11192
2.67053 0.00663699 310928 4.02201
2.70255 0.00648163 321522 3.92786
2.73501 0.00633238 334640 3.83741
2.76784 0.00619042 345302 3.75139
2.80103 0.00607105 358736 3.67905
2.83468 0.00595981 372320 3.61164
2.86869 0.00588798 384386 3.56811
2.90306 0.00581537 398576 3.52411
2.93788 0.00572869 414032 3.47158
2.97314 0.00572712 428570 3.47063
3.00878 0.00567239 443420 3.43746
3.04485 0.00568063 460880 3.44245
3.08141 0.00568253 477608 3.44361
3.11839 0.00574745 494666 3.48294
3.15587 0.00578925 514172 3.50828
3.19377 0.00585754 531200 3.54966
3.23206 0.00598203 549944 3.6251
3.27078 0.00609409 569924 3.69301
3.31006 0.00627736 593642 3.80407
3.34977 0.00648493 610856 3.92986
3.38996 0.00674583 637756 4.08796
3.43072 0.00702551 659240 4.25745
3.47187 0.0073866 681752 4.47627
3.51352 0.00768254 708404 4.65561
3.55566 0.00816252 731720 4.94648
3.59831 0.00869293 761324 5.26791
3.64146 0.00927022 785624 5.61774
3.68509 0.00990938 815932 6.00507
3.72935 0.0107755 848150 6.52993
3.77412 0.0117134 875876 7.09828
3.81939 0.012601 909872 7.63618
3.86521 0.0138509 940708 8.39363
3.91154 0.0152083 975368 9.21619
3.95847 0.0169675 1012826 10.2823
4.00597 0.0188851 1047892 11.4444
4.05405 0.0209939 1088600 12.7223
4.10276 0.0231314 1127762 14.0176
4.15198 0.0270094 1166140 16.3677
4.20175 0.0300227 1209440 18.1937
4.25218 0.0345579 1255802 20.9421
4.30322 0.0392923 1298860 23.8111
4.35482 0.0451312 1347110 27.3494
4.40705 0.0538665 1395124 32.643
4.45993 0.0626781 1448666 37.9828
4.51349 0.0736218 1501036 44.6147
4.56763 0.0897104 1552442 54.3644
4.6224 0.101434 1611310 61.4689
4.67785 0.135369 1669244 82.0333
4.73396 0.165173 1729786 100.095
4.79079 0.197854 1796522 119.899
4.84827 0.257131 1856476 155.821
4.90642 0.35017 1928050 212.203
4.96533 0.46685 1998290 282.91
5.02487 0.666816 2065786 404.09
5.0851 0.980385 2145058 594.112
5.14613 1.50376 2224298 911.28
5.20788 2.63049 2303434 1594.07
5.27036 4.54084 2388202 2751.74
5.33364 17.1336 2478599 10382.9
5.39744 0.0811634 2508700 49.1849
5.46211 0.0224719 2510380 13.6179
5.52769 0.020457 2512288 12.3969
5.59404 0.0211594 2497276 12.8226
5.66113 0.023329 2490536 14.1373
5.72904 0.0264524 2476432 16.0301
5.79779 0.0310612 2464036 18.8231
5.86736 0.0370141 2441572 22.4305
5.93771 0.0446955 2420164 27.0854
6.00892 0.0545614 2394628 33.0641
6.08102 0.0677834 2368624 41.0767
6.15399 0.0850683 2332204 51.5513
6.2278 0.1081 2296528 65.5086
6.30252 0.139512 2255452 84.5443
6.37813 0.181733 2208364 110.13
6.45461 0.239063 2156872 144.872
6.53204 0.320806 2104512 194.408
6.6104 0.432057 2039548 261.826
6.68969 0.609402 1976956 369.297
6.76993 0.841005 1900768 509.648
6.85111 1.24816 1825120 756.382
6.93325 1.79418 1737192 1087.27
7.01639 2.8789 1649440 1744.61
7.10058 4.56119 1549012 2764.07
7.18569 7.67162 1441740 4648.99
7.27174 12.8324 1326940 7776.42
7.35886 26.06 1207764 15792.3
7.44702 55.9197 1075156 33887.3
7.53611 117.291 935664 71078.4
7.62659 66.3245 801523 40192.5
7.71818 0.172722 692322 104.67
7.81076 0.245826 599362 148.97
7.90447 0.364135 516300 220.666
7.99927 0.553748 441076 335.571
8.09511 0.865339 372798 524.394
8.19203 1.4046 311442 851.186
8.2901 2.31739 255850 1404.33
8.3894 4.04433 206196 2450.86
8.49004 7.48153 161820 4533.8
8.59152 14.2712 121362 8648.32
8.69409 30.561 88608 18520
8.79786 70.9727 59292 43009.4
8.90093 185.888 35826 112648
9.00404 612.454 19252 371147
9.10719 2777.25 7314 1.68301e+06
9.20136 23093.1 1158 1.39944e+07
9.28665 4.11576e+06 1 2.49414e+09
