# in Mpc/h Units 
# D1 = 0.0576514 
# k P N P(z=0)
0.020944 0.829308 6 249.514
0.0296192 0.673211 12 202.549
0.036276 0.556811 8 167.528
0.0418879 0.4754 6 143.034
0.0468321 0.428487 24 128.919
0.051302 0.397906 24 119.718
0.0592384 0.357285 12 107.497
0.0628319 0.344818 30 103.746
0.0662306 0.331754 24 99.8149
0.0694632 0.317361 24 95.4844
0.072552 0.303818 8 91.4099
0.0755145 0.289959 24 87.2402
0.0783651 0.274123 48 82.4755
0.0837758 0.24728 6 74.3993
0.0863541 0.232393 48 69.9201
0.0888577 0.22012 36 66.2276
0.0912926 0.208493 24 62.7294
0.0936642 0.199222 24 59.94
0.0959772 0.189792 48 57.1028
0.0982358 0.181295 24 54.5462
0.102604 0.167622 24 50.4324
0.10472 0.160335 30 48.2402
0.106794 0.158012 72 47.5411
0.108828 0.155277 32 46.7183
0.112787 0.148674 72 44.7317
0.114715 0.145793 48 43.8647
0.118477 0.143236 12 43.0955
0.120314 0.140901 48 42.393
0.122123 0.138889 48 41.7877
0.123906 0.136787 48 41.1551
0.125664 0.13455 30 40.4821
0.127397 0.133852 24 40.2721
0.129107 0.130752 72 39.3393
0.132461 0.12664 24 38.1024
0.134107 0.12428 96 37.3921
0.135732 0.122 48 36.7063
0.137339 0.11997 24 36.0954
0.138926 0.117572 24 35.374
0.140496 0.114269 72 34.3802
0.142049 0.111345 48 33.5004
0.145104 0.107601 8 32.3741
0.146608 0.105888 54 31.8585
0.148632 0.10125 132 30.4633
0.151029 0.0974366 24 29.3158
0.152474 0.0950202 72 28.5888
0.153906 0.0935218 96 28.1379
0.15673 0.0892308 48 26.8469
0.158123 0.0874796 48 26.32
0.160531 0.0847979 96 25.5132
0.163577 0.0819437 72 24.6544
0.164913 0.080286 96 24.1557
0.167552 0.0768091 6 23.1096
0.169502 0.0772019 192 23.2278
0.172283 0.0755184 72 22.7212
0.173974 0.0744084 96 22.3873
0.17523 0.0736996 48 22.174
0.178418 0.0719523 84 21.6483
0.180167 0.0709521 120 21.3474
0.181741 0.0708424 80 21.3144
0.184179 0.0692954 144 20.849
0.187328 0.0683918 24 20.5771
0.188867 0.0674487 150 20.2933
0.191267 0.0663144 120 19.9521
0.193903 0.0649369 168 19.5376
0.196472 0.0639611 24 19.244
0.198088 0.0630195 264 18.9607
0.199793 0.0613413 48 18.4558
0.202698 0.0601692 144 18.1031
0.205919 0.0584527 72 17.5867
0.207757 0.0572206 180 17.216
0.21056 0.0550891 246 16.5747
0.213587 0.0532063 72 16.0082
0.215528 0.0526107 240 15.829
0.218352 0.0504906 104 15.1911
0.219662 0.0499138 144 15.0176
0.223423 0.0476145 240 14.3258
0.22618 0.0468182 192 14.0862
0.228278 0.0459768 120 13.8331
0.231217 0.0444999 246 13.3887
0.234628 0.0436591 288 13.1357
0.237806 0.0428526 156 12.8931
0.239714 0.0421805 216 12.6909
0.242607 0.0414186 264 12.4616
0.245954 0.0406557 264 12.2321
0.248695 0.0398686 192 11.9953
0.252641 0.0390875 318 11.7603
0.255182 0.0386245 248 11.621
0.257969 0.0379966 336 11.4321
0.260901 0.0370099 264 11.1352
0.263594 0.0365958 120 11.0106
0.266618 0.0356817 420 10.7356
0.269843 0.0346372 264 10.4213
0.273272 0.0337203 366 10.1454
0.275985 0.0331273 336 9.96703
0.280415 0.0318468 456 9.58177
0.283902 0.0307388 384 9.24839
0.287082 0.0301131 432 9.06013
0.291553 0.0290019 296 8.72582
0.29372 0.0287114 390 8.63842
0.297469 0.0279266 444 8.4023
0.301416 0.0273167 600 8.21878
0.304904 0.0267 408 8.03324
0.308899 0.0261255 408 7.8604
0.311881 0.0257336 384 7.74249
0.316099 0.0250752 774 7.54438
0.320152 0.0245423 432 7.38406
0.323319 0.0240968 456 7.25002
0.327249 0.0236238 620 7.10771
0.331125 0.0228974 600 6.88914
0.335425 0.0222443 582 6.69266
0.339086 0.0218108 576 6.56222
0.342966 0.0213283 768 6.41707
0.347538 0.020731 744 6.23733
0.352007 0.0201498 648 6.06248
0.356145 0.0193793 666 5.83067
0.360285 0.0190421 960 5.72919
0.365066 0.0186006 752 5.59638
0.368573 0.0184101 552 5.53907
0.372864 0.0178552 984 5.37212
0.378105 0.0173762 1062 5.22799
0.382338 0.0171618 648 5.16349
0.386795 0.0166782 1140 5.01799
0.391574 0.0162172 864 4.87926
0.396297 0.015762 1062 4.74231
0.401127 0.0154956 968 4.66216
0.405513 0.0149593 1248 4.50081
0.410547 0.0146798 864 4.41673
0.41537 0.0142498 1404 4.28735
0.420644 0.0139138 1086 4.18624
0.425289 0.0136561 1272 4.10871
0.430681 0.0131901 1392 3.9685
0.436011 0.0129469 1376 3.89534
0.440941 0.0126156 1110 3.79566
0.446174 0.0123189 1740 3.70641
0.45185 0.0120285 1584 3.61902
0.457529 0.011639 1368 3.50185
0.462665 0.0114458 1662 3.44369
0.467842 0.0111892 1536 3.36649
0.473473 0.0108497 1820 3.26436
0.479577 0.0105573 1902 3.17638
0.485197 0.0102192 1704 3.07466
0.490809 0.0100013 2040 3.00911
0.497084 0.00971711 2088 2.92359
0.503027 0.00952154 1842 2.86475
0.508843 0.00930811 2456 2.80053
0.51514 0.00905256 1968 2.72365
0.521205 0.00888362 2382 2.67282
0.527271 0.00864591 2352 2.6013
0.533802 0.00837887 2604 2.52095
0.539882 0.00818214 2280 2.46177
0.546709 0.00795814 2990 2.39437
0.553468 0.00775739 2880 2.33397
0.559954 0.00754708 2508 2.27069
0.566543 0.00741675 3126 2.23148
0.573496 0.00718777 3216 2.16259
0.580523 0.00696292 3032 2.09494
0.587241 0.0068049 3294 2.04739
0.594316 0.00672026 3540 2.02193
0.601466 0.00645038 3408 1.94073
0.609018 0.00634132 4014 1.90792
