# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
0.020944 2.11294e-11 12 2.11294e-11
0.0296192 1.78046e-10 24 1.78046e-10
0.036276 2.92136e-11 16 2.92136e-11
0.0418879 2.69191e-09 12 2.69191e-09
0.0468321 1.04263e-09 48 1.04263e-09
0.051302 1.29026e-09 48 1.29026e-09
0.0592384 4.04274e-09 24 4.04274e-09
0.0628319 3.15572e-09 60 3.15572e-09
0.0662306 7.39449e-09 48 7.39449e-09
0.0694632 6.14694e-09 48 6.14694e-09
0.072552 1.50432e-09 16 1.50432e-09
0.0755145 9.72347e-09 48 9.72347e-09
0.0783651 8.46221e-09 96 8.46221e-09
0.0837758 1.53402e-08 12 1.53402e-08
0.0863541 9.59868e-09 96 9.59868e-09
0.0888577 2.18327e-08 72 2.18327e-08
0.0912926 5.49415e-09 48 5.49415e-09
0.0936642 1.70548e-08 48 1.70548e-08
0.0959772 2.7665e-08 96 2.7665e-08
0.0982358 9.359e-09 48 9.359e-09
0.102604 1.84307e-08 48 1.84307e-08
0.10472 3.31995e-08 60 3.31995e-08
0.106794 3.72961e-08 144 3.72961e-08
0.108828 9.42896e-08 64 9.42896e-08
0.112787 3.09559e-08 144 3.09559e-08
0.114715 5.1624e-08 96 5.1624e-08
0.118477 3.28218e-08 24 3.28218e-08
0.120314 3.44719e-08 96 3.44719e-08
0.122123 4.99801e-08 96 4.99801e-08
0.123906 6.14395e-08 96 6.14395e-08
0.125664 7.4925e-08 60 7.4925e-08
0.127397 1.26953e-07 48 1.26953e-07
0.129107 8.43509e-08 144 8.43509e-08
0.132461 1.10256e-07 48 1.10256e-07
0.134107 1.02953e-07 192 1.02953e-07
0.135732 8.30113e-08 96 8.30113e-08
0.137339 4.25663e-08 48 4.25663e-08
0.138926 1.36894e-07 48 1.36894e-07
0.140496 8.21678e-08 144 8.21678e-08
0.142049 1.78097e-07 96 1.78097e-07
0.145104 1.70939e-08 16 1.70939e-08
0.146608 1.54523e-07 108 1.54523e-07
0.148632 1.29693e-07 264 1.29693e-07
0.151029 1.58778e-07 48 1.58778e-07
0.152474 1.31974e-07 144 1.31974e-07
0.153906 1.36431e-07 192 1.36431e-07
0.15673 8.63896e-08 96 8.63896e-08
0.158123 1.63176e-07 96 1.63176e-07
0.160531 2.41493e-07 192 2.41493e-07
0.163577 1.45459e-07 144 1.45459e-07
0.164913 1.82346e-07 192 1.82346e-07
0.167552 4.68475e-07 12 4.68475e-07
0.169502 2.67947e-07 384 2.67947e-07
0.172283 2.42858e-07 144 2.42858e-07
