# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
0.020944 8.36606e-11 12 8.36606e-11
0.0296192 1.83082e-10 24 1.83082e-10
0.036276 4.93621e-10 16 4.93621e-10
0.0418879 8.46864e-10 12 8.46864e-10
0.0468321 1.1293e-09 48 1.1293e-09
0.051302 1.46323e-09 48 1.46323e-09
0.0592384 3.27911e-09 24 3.27911e-09
0.0628319 3.36865e-09 60 3.36865e-09
0.0662306 1.13818e-08 48 1.13818e-08
0.0694632 6.8621e-09 48 6.8621e-09
0.072552 3.75893e-09 16 3.75893e-09
0.0755145 8.24453e-09 48 8.24453e-09
0.0783651 9.67016e-09 96 9.67016e-09
0.0837758 3.46972e-08 12 3.46972e-08
0.0863541 1.62702e-08 96 1.62702e-08
0.0888577 1.30747e-08 72 1.30747e-08
0.0912926 1.46082e-08 48 1.46082e-08
0.0936642 2.14994e-08 48 2.14994e-08
0.0959772 3.06841e-08 96 3.06841e-08
0.0982358 1.88167e-08 48 1.88167e-08
0.102604 3.10082e-08 48 3.10082e-08
0.10472 4.17945e-08 60 4.17945e-08
0.106794 4.48761e-08 144 4.48761e-08
0.108828 6.39253e-08 64 6.39253e-08
0.112787 3.95994e-08 144 3.95994e-08
0.114715 8.16047e-08 96 8.16047e-08
0.118477 4.03691e-08 24 4.03691e-08
0.120314 6.04172e-08 96 6.04172e-08
0.122123 8.03862e-08 96 8.03862e-08
0.123906 7.62644e-08 96 7.62644e-08
0.125664 9.26976e-08 60 9.26976e-08
0.127397 1.17355e-07 48 1.17355e-07
0.129107 8.48078e-08 144 8.48078e-08
0.132461 1.57436e-07 48 1.57436e-07
0.134107 1.11257e-07 192 1.11257e-07
0.135732 9.88252e-08 96 9.88252e-08
0.137339 8.74347e-08 48 8.74347e-08
0.138926 1.73336e-07 48 1.73336e-07
0.140496 1.40426e-07 144 1.40426e-07
0.142049 1.72619e-07 96 1.72619e-07
0.145104 5.97112e-08 16 5.97112e-08
0.146608 1.26129e-07 108 1.26129e-07
0.148632 1.68274e-07 264 1.68274e-07
0.151029 1.18568e-07 48 1.18568e-07
0.152474 2.02145e-07 144 2.02145e-07
0.153906 1.77167e-07 192 1.77167e-07
0.15673 1.81696e-07 96 1.81696e-07
0.158123 1.7805e-07 96 1.7805e-07
0.160531 2.52095e-07 192 2.52095e-07
0.163577 2.02585e-07 144 2.02585e-07
0.164913 2.96168e-07 192 2.96168e-07
0.167552 5.29484e-07 12 5.29484e-07
0.169502 2.52874e-07 384 2.52874e-07
0.172283 2.88284e-07 144 2.88284e-07
0.173974 4.12693e-07 192 4.12693e-07
0.17523 1.86588e-07 96 1.86588e-07
0.178418 2.48572e-07 168 2.48572e-07
0.180167 3.55377e-07 240 3.55377e-07
0.181741 3.01164e-07 160 3.01164e-07
0.184179 3.23787e-07 288 3.23787e-07
0.187328 5.06961e-07 48 5.06961e-07
