# in Mpc/h Units 
# D1 = 0.225121 
# k P N P(z=0)
0.020944 1251.75 6 24699.3
0.0296192 1028.88 12 20301.7
0.036276 842.806 8 16630.1
0.0418879 721.646 6 14239.4
0.0468321 644.255 24 12712.3
0.051302 619.479 24 12223.5
0.0592384 525.728 12 10373.6
0.0628319 530.513 30 10468
0.0662306 518.845 24 10237.8
0.0694632 482.49 24 9520.4
0.072552 454.086 8 8959.94
0.0755145 446.385 24 8807.99
0.0783651 415.244 48 8193.53
0.0837758 416.389 6 8216.11
0.0863541 352.33 48 6952.12
0.0888577 334.566 36 6601.6
0.0912926 319.749 24 6309.23
0.0936642 317.777 24 6270.31
0.0959772 308.029 48 6077.98
0.0982358 279.772 24 5520.42
0.102604 238.175 24 4699.63
0.10472 222.16 30 4383.63
0.106794 233.564 72 4608.64
0.108828 251.621 32 4964.95
0.112787 216.238 72 4266.77
0.114715 213.516 48 4213.07
0.118477 224.581 12 4431.39
0.120314 215.455 48 4251.33
0.122123 213.231 48 4207.43
0.123906 211.743 48 4178.08
0.125664 199.184 30 3930.26
0.127397 219.506 24 4331.26
0.129107 200.446 72 3955.17
0.132461 188.562 24 3720.68
0.134107 188.24 96 3714.32
0.135732 186.088 48 3671.85
0.137339 189.316 24 3735.56
0.138926 186.29 24 3675.84
0.140496 165.164 72 3258.98
0.142049 160.534 48 3167.63
0.145104 207.088 8 4086.23
0.146608 172.225 54 3398.31
0.148632 152.65 132 3012.07
0.151029 145.164 24 2864.35
0.152474 141.532 72 2792.68
0.153906 147.956 96 2919.45
0.15673 134.559 48 2655.09
0.158123 125.003 48 2466.54
0.160531 129.138 96 2548.13
0.163577 131.181 72 2588.44
0.164913 119.12 96 2350.46
0.167552 130.95 6 2583.88
0.169502 123.601 192 2438.88
0.172283 120.323 72 2374.19
0.173974 115.831 96 2285.56
0.17523 114.916 48 2267.51
0.178418 111.466 84 2199.44
0.180167 103.161 120 2035.56
0.181741 114.897 80 2267.13
0.184179 101.848 144 2009.65
0.187328 115.043 24 2270.02
0.188867 100.082 150 1974.81
0.191267 96.0717 120 1895.67
0.193903 96.5559 168 1905.23
0.196472 100.206 24 1977.25
0.198088 96.6229 264 1906.55
0.199793 88.7574 48 1751.35
0.202698 91.571 144 1806.86
0.205919 93.3316 72 1841.6
0.207757 94.8387 180 1871.34
0.21056 86.2957 246 1702.77
0.213587 80.9775 72 1597.83
0.215528 86.8014 240 1712.75
0.218352 75.8679 104 1497.01
0.219662 78.5805 144 1550.54
0.223423 68.0633 240 1343.01
0.22618 76.0422 192 1500.45
0.228278 70.29 120 1386.95
0.231217 68.8736 246 1359
