# in Mpc/h Units 
# D1 = 0.0778613 
# k P N P(z=0)
0.020944 149.766 6 24704.1
0.0296192 123.129 12 20310.2
0.036276 101.538 8 16748.9
0.0418879 87.2641 6 14394.3
0.0468321 78.0856 24 12880.3
0.051302 73.1721 24 12069.9
0.0592384 64.6812 12 10669.3
0.0628319 63.1622 30 10418.7
0.0662306 61.072 24 10073.9
0.0694632 57.9731 24 9562.75
0.072552 55.1565 8 9098.15
0.0755145 53.1029 24 8759.4
0.0783651 50.0231 48 8251.39
0.0837758 46.6037 6 7687.36
0.0863541 42.4203 48 6997.29
0.0888577 40.1714 36 6626.33
0.0912926 38.1915 24 6299.75
0.0936642 36.8816 24 6083.68
0.0959772 35.344 48 5830.04
0.0982358 33.2677 24 5487.56
0.102604 29.9772 24 4944.78
0.10472 28.6983 30 4733.83
0.106794 28.6598 72 4727.48
0.108828 28.8708 32 4762.29
0.112787 26.7844 72 4418.13
0.114715 26.3651 48 4348.97
0.118477 26.2382 12 4328.03
0.120314 25.7434 48 4246.41
0.122123 25.4587 48 4199.46
0.123906 25.1495 48 4148.45
0.125664 24.3984 30 4024.55
0.127397 24.9594 24 4117.08
0.129107 23.9653 72 3953.11
0.132461 22.9957 24 3793.18
0.134107 22.6892 96 3742.62
0.135732 22.3004 48 3678.48
0.137339 22.2074 24 3663.15
0.138926 21.716 24 3582.08
0.140496 20.5912 72 3396.54
0.142049 20.035 48 3304.8
0.145104 21.1546 8 3489.48
0.146608 19.6739 54 3245.23
0.148632 18.4673 132 3046.2
0.151029 17.7157 24 2922.23
0.152474 17.2533 72 2845.95
0.153906 17.2632 96 2847.6
0.15673 16.2658 48 2683.07
0.158123 15.666 48 2584.12
0.160531 15.5221 96 2560.4
0.163577 15.1709 72 2502.47
0.164913 14.5895 96 2406.56
0.167552 14.9167 6 2460.52
0.169502 14.3002 192 2358.84
0.172283 13.9835 72 2306.61
0.173974 13.6983 96 2259.56
0.17523 13.5925 48 2242.11
0.178418 13.2283 84 2182.03
0.180167 12.7966 120 2110.82
0.181741 13.1936 80 2176.31
0.184179 12.5383 144 2068.21
0.187328 12.8985 24 2127.63
0.188867 12.2517 150 2020.94
0.191267 11.9425 120 1969.93
0.193903 11.8384 168 1952.76
0.196472 11.7568 24 1939.3
0.198088 11.5516 264 1905.45
0.199793 11.0598 48 1824.34
0.202698 10.9981 144 1814.16
0.205919 10.7643 72 1775.59
0.207757 10.7422 180 1771.95
0.21056 10.1441 246 1673.29
0.213587 9.77991 72 1613.21
0.215528 9.84166 240 1623.4
0.218352 9.14347 104 1508.23
0.219662 9.1902 144 1515.94
0.223423 8.50636 240 1403.14
0.22618 8.69567 192 1434.36
0.228278 8.372 120 1380.97
0.231217 8.16539 246 1346.89
0.234628 7.9879 288 1317.62
0.237806 7.96537 156 1313.9
0.239714 7.74878 216 1278.17
0.242607 7.76288 264 1280.5
0.245954 7.5444 264 1244.46
0.248695 7.30435 192 1204.86
0.252641 7.09033 318 1169.56
0.255182 6.98317 248 1151.88
0.257969 6.99288 336 1153.49
0.260901 6.7977 264 1121.29
0.263594 6.85164 120 1130.19
0.266618 6.58687 420 1086.51
0.269843 6.4546 264 1064.7
0.273272 6.1745 366 1018.49
0.275985 6.07537 336 1002.14
0.280415 5.98137 456 986.636
0.283902 5.59807 384 923.41
0.287082 5.56795 432 918.441
0.291553 5.34883 296 882.298
0.29372 5.32375 390 878.16
0.297469 5.14143 444 848.087
0.301416 5.07061 600 836.404
0.304904 4.93459 408 813.968
0.308899 4.76972 408 786.773
0.311881 4.74892 384 783.341
0.316099 4.6497 774 766.975
0.320152 4.55127 432 750.739
0.323319 4.40548 456 726.691
0.327249 4.38953 620 724.06
0.331125 4.20627 600 693.831
0.335425 4.08144 582 673.24
0.339086 4.05075 576 668.177
0.342966 3.91683 768 646.087
0.347538 3.92374 744 647.226
0.352007 3.76232 648 620.601
0.356145 3.53875 666 583.722
0.360285 3.50699 960 578.484
0.365066 3.38191 752 557.852
0.368573 3.4518 552 569.38
0.372864 3.3514 984 552.818
0.378105 3.20731 1062 529.05
0.382338 3.20786 648 529.141
0.386795 3.08201 1140 508.383
0.391574 3.00079 864 494.984
0.396297 2.90713 1062 479.536
0.401127 2.89726 968 477.908
0.405513 2.72842 1248 450.058
0.410547 2.72259 864 449.095
0.41537 2.63177 1404 434.115
0.420644 2.58684 1086 426.704
0.425289 2.51296 1272 414.516
0.430681 2.43011 1392 400.85
0.436011 2.43271 1376 401.279
0.440941 2.32458 1110 383.443
0.446174 2.27685 1740 375.57
0.45185 2.23991 1584 369.476
0.457529 2.16704 1368 357.456
0.462665 2.13223 1662 351.715
0.467842 2.08754 1536 344.342
0.473473 2.03012 1820 334.871
0.479577 1.95041 1902 321.723
0.485197 1.91657 1704 316.141
0.490809 1.88882 2040 311.563
0.497084 1.79559 2088 296.185
0.503027 1.75573 1842 289.611
0.508843 1.69653 2456 279.845
0.51514 1.68962 1968 278.706
0.521205 1.64434 2382 271.236
0.527271 1.59536 2352 263.157
0.533802 1.55096 2604 255.833
0.539882 1.50958 2280 249.008
0.546709 1.49796 2990 247.09
0.553468 1.43273 2880 236.33
0.559954 1.39482 2508 230.077
0.566543 1.38608 3126 228.635
0.573496 1.34549 3216 221.94
0.580523 1.2967 3032 213.892
0.587241 1.27747 3294 210.721
0.594316 1.23736 3540 204.104
0.601466 1.18594 3408 195.623
0.609018 1.18322 4014 195.174
0.61634 1.14758 3728 189.296
0.623417 1.12378 3588 185.369
0.630695 1.07914 4230 178.006
0.638291 1.04491 4176 172.36
0.645683 1.0232 4158 168.778
0.653416 1.01028 4652 166.647
0.660988 0.979283 4584 161.534
0.669506 0.942756 5454 155.509
0.677708 0.920899 4884 151.904
0.685505 0.896262 5000 147.84
0.694 0.881501 5934 145.405
0.702333 0.853776 5376 140.832
0.710789 0.837983 5898 138.227
0.719251 0.80873 6216 133.401
0.727942 0.779176 6104 128.526
0.736661 0.761861 6618 125.67
0.745211 0.751237 6480 123.918
0.754127 0.734774 6918 121.202
0.762976 0.712577 7304 117.541
0.772239 0.686005 7338 113.158
0.781657 0.678372 8376 111.898
0.791082 0.654998 7590 108.043
0.800591 0.638217 8780 105.275
0.810283 0.622213 8496 102.635
0.820075 0.609727 9294 100.575
0.829801 0.581167 8828 95.8643
0.839624 0.574435 9846 94.7539
0.849851 0.559016 10248 92.2105
0.860395 0.538839 10626 88.8823
0.870624 0.527426 10520 86.9996
0.880856 0.512056 10902 84.4643
0.8914 0.496057 11796 81.8253
0.902254 0.48247 11894 79.5841
0.912774 0.473675 12060 78.1335
0.923682 0.456643 12942 75.3239
0.934704 0.447562 13224 73.826
0.946056 0.434003 14042 71.5895
0.957461 0.423019 14400 69.7776
0.969088 0.407913 15054 67.2859
0.980756 0.403907 15194 66.6251
0.992313 0.391766 15768 64.6224
1.00427 0.373588 16626 61.624
1.0163 0.367781 17168 60.666
1.02842 0.357936 17334 59.042
1.04065 0.349555 18564 57.6597
1.05325 0.345645 19214 57.0146
1.06615 0.326938 20298 53.9289
1.07882 0.318613 19800 52.5557
1.09171 0.314986 21434 51.9573
1.10469 0.303761 21630 50.1059
1.1179 0.298228 22976 49.1931
1.13133 0.28563 23370 47.1151
1.14472 0.27895 24240 46.0132
1.15877 0.271919 26642 44.8534
1.17281 0.267281 25518 44.0883
1.18671 0.258813 27498 42.6916
1.20092 0.251694 27944 41.5173
1.21541 0.243933 29778 40.2371
